date	ticker	open	high	low	close	adj_close	volume	wma_close	sma_close	lag_1_close	lag_7_close	volatility	sentiment	sentiment_lag_1	sentiment_lag_2	label
2014-01-22	AAPL	0.08168824448302076	0.08246041012066946	0.08237423061241465	0.08199429432192593	0.0770885177923363	0.1540487495714489	0.08235504561659793	0.08226126290681895	0.08153573141174236	0.0795042336187867	0.015374710692391528	0.5151876082667786	0.5707323150882087	0.5047833211038648	1
2014-01-22	MSFT	0.02584278223909782	0.025743145661478183	0.025730882936052146	0.025613704829525106	0.023637188363589866	0.035510789108104505	0.025847489572207585	0.025908389449210364	0.025929433520636952	0.026086496506456905	0.007880138015496727	0.5047833211038648	0.5047833211038648	0.5047833211038648	1
2014-01-22	T	0.022342690016273127	0.022258322890000723	0.022479545189577677	0.022206437644049875	0.01740776052524898	0.028224853011437002	0.022625026786456295	0.022945635032744206	0.02250901349449748	0.02286232044566699	0.00846524219705154	0.5525220824939079	0.5047833211038648	0.5047833211038648	1
2014-01-22	GOOG	0.7427916360559369	0.7403209951480001	0.7473099389865835	0.7418038730516604	0.7424466562703222	0.0051030420072505816	0.7484672674726659	0.7445561733281232	0.7409388586860233	0.7281299971898131	0.14816042487807524	0.5047833211038648	0.570969331382051	0.5047833211038648	0
2014-01-22	FB	0.05556724965022927	0.05586197235361707	0.05418009721218688	0.05400321025347152	0.0563582837727529	0.09948710097717757	0.054480535914331094	0.054124690905135955	0.05531875742933068	0.05526393077425797	0.017917174469967368	0.47360702141742184	0.44538481634005156	0.5047833211038648	0
2014-01-22	VZ	0.040553697483937	0.040416083646646415	0.04084161455726204	0.04061094526541393	0.03380780237098174	0.029139527800761775	0.04174386338452515	0.04202508153844939	0.041097696404934644	0.04168776396312591	0.009616113603391452	0.59835494510691	0.4427017683280594	0.5047833211038648	1
2014-01-22	ORCL	0.028171792289658684	0.02831090849879887	0.028662419503723523	0.028310576540036388	0.02828841478422546	0.022702098529935977	0.02842880557600747	0.028267567470531593	0.028481598988445253	0.028844363832944708	0.0028315004111334036	0.5047833211038648	0.5047833211038648	0.5047833211038648	1
2014-01-22	CHL	0.04423800903438278	0.044359434420076616	0.04487913675316453	0.04463651567690145	0.036804656539810375	0.0010499298911504566	0.04493738808602095	0.04509907333849812	0.04429447604227241	0.04535159736788024	0.004131927028711174	0.5047833211038648	0.6453242068532189	0.5047833211038648	0
2014-01-22	INTC	0.011539775110521828	0.011620444160837512	0.01160621316666724	0.011642592506353605	0.010485544876635139	0.07904801166891497	0.011930511336048598	0.011789115718016293	0.012010947031141346	0.012083991385014013	0.005669042624452807	0.45715120487736643	0.521074164658157	0.5047833211038648	0
2014-01-22	CSCO	0.008276532549426716	0.00822732725176736	0.00844815154131135	0.008393192297528645	0.007616982365215087	0.04977549923566272	0.007500090285414023	0.007205212175580606	0.00838003682577005	0.007674065604139971	0.003632328094078311	0.5047833211038648	0.5047833211038648	0.5047833211038648	0
2014-01-22	TSM	0.0015131964496827711	0.0017162097107652106	0.0017056178354219978	0.0019733207637887464	0.00174153730157068	0.0208604235463239	0.0006515666000357404	0.00029985462015641207	0.0016181256574011225	0.0005862146770637467	0.005564613324549489	0.5047833211038648	0.5047833211038648	0.5047833211038648	0
2014-01-22	AMZN	0.5149872521312158	0.5127536757740283	0.5137648737886202	0.5105375611628963	0.5117560854125366	0.0033288323981702614	0.5163559835865895	0.5164334776026902	0.513839556947812	0.5078739317132785	0.06538074512023262	0.5875851836236137	0.5047833211038648	0.5047833211038648	0
2014-01-23	ORCL	0.02835600635398321	0.028284705513741615	0.02863576785088791	0.028534222191026803	0.028500580312968503	0.02297439267377929	0.02846584720152729	0.028297553106656246	0.028310576540036388	0.028364733400382907	0.002884102251753049	0.5047833211038648	0.5047833211038648	0.5047833211038648	0
2014-01-23	AAPL	0.08150590809974961	0.0823125619292964	0.0818031595535103	0.08287195504256449	0.07790310151311798	0.16347687348588077	0.08265001608001353	0.08230340841376427	0.08199429432192593	0.08003525630944122	0.016062920023482374	0.5071347874309884	0.5151876082667786	0.5707323150882087	0
